filename,target,category,umap1,umap2
1-18631-A-23.wav,23,breathing,42.54565,-3.0814416
1-18655-A-31.wav,31,mouse_click,50.16641,-7.9769697
1-187207-A-20.wav,20,crying_baby,48.6549,-3.8128037
1-18755-A-4.wav,4,frog,46.589092,-5.210749
1-18755-B-4.wav,4,frog,46.67286,-5.294556
1-18757-A-4.wav,4,frog,45.45437,-3.4300644
1-18810-A-49.wav,49,hand_saw,51.22271,-5.971067
1-19026-A-43.wav,43,car_horn,40.39063,-2.3041937
1-19111-A-24.wav,24,coughing,38.790283,-3.0684931
1-19118-A-24.wav,24,coughing,48.370228,-7.9367046
1-19501-A-7.wav,7,insects,39.28582,-2.2674122
1-196660-A-8.wav,8,sheep,45.551968,-0.9909675
1-196660-B-8.wav,8,sheep,45.58081,-0.99939376
1-19840-A-36.wav,36,vacuum_cleaner,44.675777,-0.5895995
1-19872-A-36.wav,36,vacuum_cleaner,47.62415,-2.3672996
1-19872-B-36.wav,36,vacuum_cleaner,47.824596,-2.5163229
1-19898-A-41.wav,41,chainsaw,43.58798,0.26278618
1-19898-B-41.wav,41,chainsaw,44.453506,-0.122059286
1-19898-C-41.wav,41,chainsaw,44.589397,-0.11412927
1-20133-A-39.wav,39,glass_breaking,39.580708,-0.97442496
1-202111-A-3.wav,3,cow,46.80296,-2.212955
1-20545-A-28.wav,28,snoring,42.250015,-0.92628646
1-20736-A-18.wav,18,toilet_flush,44.172657,-1.1660938
1-208757-A-2.wav,2,pig,44.785297,-2.1857526
1-208757-B-2.wav,2,pig,44.48789,-1.8548225
1-208757-C-2.wav,2,pig,44.2672,-2.2854211
1-208757-D-2.wav,2,pig,44.16834,-2.413105
1-208757-E-2.wav,2,pig,44.14683,-2.426898
1-211527-A-20.wav,20,crying_baby,49.522945,-4.167182
1-211527-B-20.wav,20,crying_baby,47.291904,-3.6800444
1-211527-C-20.wav,20,crying_baby,49.53927,-4.1631494
1-21189-A-10.wav,10,rain,39.81204,0.33274844
1-21421-A-46.wav,46,church_bells,49.68105,-3.6012645
1-21896-A-35.wav,35,washing_machine,39.860836,0.43753204
1-21934-A-38.wav,38,clock_tick,49.8731,-7.5087056
1-21935-A-38.wav,38,clock_tick,50.79272,-7.7078357
1-223162-A-25.wav,25,footsteps,38.52503,-2.923735
1-22694-A-20.wav,20,crying_baby,48.421608,-3.5636275
1-22694-B-20.wav,20,crying_baby,46.736427,-3.7388444
1-22804-A-46.wav,46,church_bells,49.69887,-3.648195
1-22882-A-44.wav,44,engine,40.93514,0.8259808
1-23094-A-15.wav,15,water_drops,49.95886,-6.605167
1-23094-B-15.wav,15,water_drops,49.985626,-6.593399
1-23222-A-19.wav,19,thunderstorm,40.947376,0.14224863
1-23222-B-19.wav,19,thunderstorm,41.331184,0.44765213
1-23706-A-49.wav,49,hand_saw,51.099113,-6.4013605
1-23996-A-35.wav,35,washing_machine,44.18283,0.0853015
1-23996-B-35.wav,35,washing_machine,44.045177,0.52961254
1-24074-A-43.wav,43,car_horn,46.56783,-0.8583542
1-24076-A-43.wav,43,car_horn,46.500565,-0.85730475
1-24524-A-19.wav,19,thunderstorm,41.600307,-0.13856599
1-24524-B-19.wav,19,thunderstorm,41.093456,-0.12949039
1-24524-C-19.wav,19,thunderstorm,41.042328,-0.110820316
1-24796-A-47.wav,47,airplane,40.01658,0.6432581
1-254507-A-43.wav,43,car_horn,45.248264,-0.9831612
1-25777-A-48.wav,48,fireworks,48.409332,-7.285591
1-25781-A-48.wav,48,fireworks,46.17774,-3.3210437
1-260640-A-2.wav,2,pig,45.11002,-2.166959
1-260640-B-2.wav,2,pig,51.149937,-5.901159
1-260640-C-2.wav,2,pig,47.652626,-3.4589493
1-26143-A-21.wav,21,sneezing,39.47429,-3.066349
1-26176-A-43.wav,43,car_horn,39.270603,-2.2050776
1-26177-A-43.wav,43,car_horn,39.661495,-1.9073495
1-26188-A-30.wav,30,door_wood_knock,49.17011,-7.4914994
1-26222-A-10.wav,10,rain,43.349567,1.6569184
1-26806-A-1.wav,1,rooster,49.144997,-3.2979054
1-27165-A-35.wav,35,washing_machine,44.087246,0.50025105
1-27166-A-35.wav,35,washing_machine,44.922,-0.19891873
1-27403-A-28.wav,28,snoring,46.66591,-2.3722982
1-27405-A-28.wav,28,snoring,43.164967,-2.316287
1-27724-A-1.wav,1,rooster,39.71943,-1.7882642
1-28005-A-18.wav,18,toilet_flush,45.5645,-3.6347873
1-28135-A-11.wav,11,sea_waves,43.46945,1.1497985
1-28135-B-11.wav,11,sea_waves,43.479637,1.0943552
1-28808-A-43.wav,43,car_horn,46.602604,-0.9322861
1-29532-A-16.wav,16,wind,47.31836,-2.9488652
1-29561-A-10.wav,10,rain,43.675014,0.99775004
1-29680-A-21.wav,21,sneezing,39.7693,-3.0539238
1-30039-A-26.wav,26,laughing,44.278828,-0.5659286
1-30043-A-26.wav,26,laughing,39.530884,-0.9156485
1-30214-A-18.wav,18,toilet_flush,44.443066,-1.9020233
1-30226-A-0.wav,0,dog,42.61979,-3.0690544
1-30344-A-0.wav,0,dog,50.739468,-6.542103
1-30709-A-23.wav,23,breathing,44.901108,-2.0523138
1-30709-B-23.wav,23,breathing,44.064106,-2.537624
1-30709-C-23.wav,23,breathing,51.24677,-5.968121
1-30830-A-24.wav,24,coughing,39.506275,-3.142885
1-31251-A-6.wav,6,hen,47.54036,-2.841071
1-31251-B-6.wav,6,hen,47.619915,-3.0122423
1-31482-A-42.wav,42,siren,48.92478,-3.8584058
1-31482-B-42.wav,42,siren,46.84615,-2.9425817
1-31748-A-21.wav,21,sneezing,39.16846,-2.8987913
1-31836-A-4.wav,4,frog,46.02861,-3.192071
1-31836-B-4.wav,4,frog,44.805336,-2.1330893
1-32318-A-0.wav,0,dog,50.83709,-6.8004575
1-32373-A-35.wav,35,washing_machine,43.397125,0.48735508
1-32373-B-35.wav,35,washing_machine,43.256527,0.67511934
1-32579-A-29.wav,29,drinking_sipping,50.0317,-7.9604917
1-33658-A-26.wav,26,laughing,50.000473,-6.8356853
1-34094-A-5.wav,5,cat,49.700176,-4.102256
1-34094-B-5.wav,5,cat,49.646713,-4.084113
1-34119-A-1.wav,1,rooster,40.877068,-2.3873825
1-34119-B-1.wav,1,rooster,49.12682,-3.2277365
1-34495-A-14.wav,14,chirping_birds,47.55861,-2.693982
1-34497-A-14.wav,14,chirping_birds,47.352245,-2.5979483
1-34853-A-37.wav,37,clock_alarm,49.577705,-4.2554154
1-35687-A-38.wav,38,clock_tick,48.117554,-7.0599594
1-36164-A-26.wav,26,laughing,48.317394,-7.095677
1-36164-B-26.wav,26,laughing,50.252144,-6.9258537
1-36393-A-23.wav,23,breathing,39.146812,-2.7636406
1-36397-A-23.wav,23,breathing,39.635723,-1.9985588
1-36400-A-23.wav,23,breathing,39.115017,-2.761294
1-36402-A-23.wav,23,breathing,39.187366,-2.5415685
1-36929-A-47.wav,47,airplane,40.632732,0.7249628
1-37226-A-29.wav,29,drinking_sipping,39.725872,-2.8917592
1-38559-A-14.wav,14,chirping_birds,45.423557,-2.6544724
1-38560-A-14.wav,14,chirping_birds,45.41737,-2.6724238
1-39835-A-9.wav,9,crow,44.34569,-2.549362
1-39835-B-9.wav,9,crow,44.80559,-2.349927
1-39901-A-11.wav,11,sea_waves,43.638645,0.72760075
1-39901-B-11.wav,11,sea_waves,43.620514,1.0232892
1-39923-A-1.wav,1,rooster,40.925327,-2.4066782
1-39937-A-28.wav,28,snoring,46.65268,-2.4263554
1-40154-A-46.wav,46,church_bells,46.63904,-0.8442769
1-40621-A-28.wav,28,snoring,42.40739,-1.0414066
1-40730-A-1.wav,1,rooster,40.881607,-2.4090807
1-40967-A-28.wav,28,snoring,47.295418,-2.7741911
1-41615-A-34.wav,34,can_opening,48.91285,-7.7406273
1-4211-A-12.wav,12,crackling_fire,47.858868,-6.581022
1-42139-A-38.wav,38,clock_tick,48.019814,-6.7863803
1-43382-A-1.wav,1,rooster,49.123924,-3.3586612
1-43760-A-11.wav,11,sea_waves,43.59316,1.3328853
1-43764-A-34.wav,34,can_opening,48.578804,-7.749853
1-43807-A-47.wav,47,airplane,40.66611,0.3863278
1-43807-B-47.wav,47,airplane,41.64319,-0.12823327
1-43807-C-47.wav,47,airplane,41.632217,-0.12646836
1-43807-D-47.wav,47,airplane,41.13764,0.28720072
1-44831-A-1.wav,1,rooster,40.691647,-2.332454
1-45641-A-27.wav,27,brushing_teeth,47.01477,-5.358351
1-45645-A-31.wav,31,mouse_click,50.1708,-8.010145
1-46040-A-14.wav,14,chirping_birds,47.63168,-2.8404226
1-46272-A-12.wav,12,crackling_fire,46.995003,-6.1257267
1-46274-A-18.wav,18,toilet_flush,44.20965,-1.4409221
1-46353-A-49.wav,49,hand_saw,51.170235,-6.2643905
1-46744-A-36.wav,36,vacuum_cleaner,47.664913,-2.4559133
1-46938-A-7.wav,7,insects,45.10209,-0.5048816
1-46938-B-7.wav,7,insects,45.026196,-0.3542051
1-47250-A-41.wav,41,chainsaw,44.558384,0.007844318
1-47250-B-41.wav,41,chainsaw,44.552784,-0.016166274
1-47273-A-21.wav,21,sneezing,39.786816,-3.5822468
1-47274-A-21.wav,21,sneezing,40.836983,-2.558635
1-47709-A-16.wav,16,wind,41.940685,-0.27026972
1-47714-A-16.wav,16,wind,42.629047,-0.4830103
1-47819-A-5.wav,5,cat,46.737072,-1.745475
1-47819-B-5.wav,5,cat,47.509773,-2.7336826
1-47819-C-5.wav,5,cat,46.542347,-1.4153254
1-47923-A-28.wav,28,snoring,47.512783,-3.4125495
1-48298-A-46.wav,46,church_bells,46.47803,-0.92949474
1-48413-A-38.wav,38,clock_tick,50.724617,-7.6644506
1-49098-A-35.wav,35,washing_machine,39.57055,-0.39716056
1-49409-A-8.wav,8,sheep,47.974785,-2.9698496
1-49409-B-8.wav,8,sheep,48.05579,-2.7491398
1-50060-A-10.wav,10,rain,44.260548,-1.1789315
1-50454-A-44.wav,44,engine,39.570625,-0.46585882
1-50455-A-44.wav,44,engine,39.599667,-0.39000967
1-50623-A-15.wav,15,water_drops,50.431324,-7.9011974
1-50625-A-17.wav,17,pouring_water,47.614445,-5.0651164
1-50661-A-44.wav,44,engine,43.30883,-0.3088231
1-50688-A-17.wav,17,pouring_water,47.478798,-5.182936
1-51035-A-16.wav,16,wind,44.292423,-0.99507153
1-51036-A-16.wav,16,wind,44.354305,-1.0243744
1-51037-A-16.wav,16,wind,43.589474,1.1922419
1-51147-A-25.wav,25,footsteps,49.633556,-7.0259748
1-51170-A-18.wav,18,toilet_flush,44.234356,-1.3576015
1-51433-A-17.wav,17,pouring_water,47.32124,-5.146865
1-51436-A-17.wav,17,pouring_water,47.462685,-5.0639467
1-51805-A-33.wav,33,door_wood_creaks,49.04111,-3.5896163
1-51805-B-33.wav,33,door_wood_creaks,49.134228,-4.09637
1-51805-C-33.wav,33,door_wood_creaks,49.44199,-4.193754
1-51805-D-33.wav,33,door_wood_creaks,49.08823,-3.682272
1-51805-E-33.wav,33,door_wood_creaks,41.799286,-2.7028623
1-51805-F-33.wav,33,door_wood_creaks,41.924576,-2.7225876
1-51805-G-33.wav,33,door_wood_creaks,44.5261,-2.3901458
1-51805-H-33.wav,33,door_wood_creaks,42.64455,-2.931543
1-52266-A-24.wav,24,coughing,50.471714,-7.2387495
1-52290-A-30.wav,30,door_wood_knock,48.096138,-7.6757627
1-52323-A-24.wav,24,coughing,41.69395,-3.4421952
1-53444-A-28.wav,28,snoring,46.156425,-2.088661
1-53467-A-47.wav,47,airplane,41.159782,0.6438428
1-53501-A-32.wav,32,keyboard_typing,47.367023,-5.9561596
1-53663-A-24.wav,24,coughing,50.193424,-6.8569126
1-53670-A-18.wav,18,toilet_flush,44.19529,-0.56130946
1-54065-A-45.wav,45,train,42.90254,0.5676571
1-54065-B-45.wav,45,train,40.83696,0.9543652
1-54084-A-42.wav,42,siren,49.591484,-4.1489525
1-54505-A-21.wav,21,sneezing,40.00572,-2.8406715
1-54747-A-46.wav,46,church_bells,45.66748,-0.84187055
1-54752-A-18.wav,18,toilet_flush,44.025707,-1.199343
1-54918-A-14.wav,14,chirping_birds,48.667507,-4.089161
1-54918-B-14.wav,14,chirping_birds,46.67138,-2.987264
1-54958-A-10.wav,10,rain,43.377197,0.99293333
1-56233-A-9.wav,9,crow,44.573383,-2.6111946
1-56234-A-9.wav,9,crow,40.536404,-2.2361465
1-56269-A-18.wav,18,toilet_flush,44.30059,-1.3171941
1-56270-A-29.wav,29,drinking_sipping,50.395683,-6.8886776
1-56311-A-10.wav,10,rain,43.56433,1.3018975
1-56380-A-5.wav,5,cat,49.274384,-3.5967746
1-56380-B-5.wav,5,cat,49.03652,-3.2563686
1-56907-A-46.wav,46,church_bells,49.751568,-3.7841585
1-57163-A-38.wav,38,clock_tick,50.76779,-7.292229
1-57316-A-13.wav,13,crickets,46.163933,-3.1781447
1-57318-A-13.wav,13,crickets,46.313446,-3.0232713
1-57795-A-8.wav,8,sheep,45.66639,-1.0663328
1-58277-A-3.wav,3,cow,40.055557,-1.9811201
1-58792-A-24.wav,24,coughing,39.533745,-1.0175685
1-58846-A-34.wav,34,can_opening,49.740658,-7.2332034
1-58923-A-27.wav,27,brushing_teeth,47.151512,-5.1803274
1-58923-B-27.wav,27,brushing_teeth,47.112827,-5.1758523
1-59102-A-13.wav,13,crickets,45.47575,-2.9264197
1-59324-A-21.wav,21,sneezing,39.502033,-3.5519397
1-59513-A-0.wav,0,dog,42.329285,-3.122183
1-5996-A-6.wav,6,hen,48.31959,-3.7485893
1-60460-A-36.wav,36,vacuum_cleaner,47.698917,-2.520491
1-60676-A-34.wav,34,can_opening,48.434853,-7.6640058
1-60997-A-20.wav,20,crying_baby,49.45987,-3.948339
1-60997-B-20.wav,20,crying_baby,49.41834,-4.0123243
1-61212-A-32.wav,32,keyboard_typing,50.627285,-8.310126
1-61221-A-17.wav,17,pouring_water,38.958344,-2.5103593
1-61252-A-11.wav,11,sea_waves,43.41783,1.3781189
1-61261-A-44.wav,44,engine,43.200413,0.24818957
1-61534-A-27.wav,27,brushing_teeth,39.963814,-0.5830739
1-62509-A-45.wav,45,train,42.920647,0.6009149
1-62565-A-44.wav,44,engine,41.60817,0.4082506
1-62594-A-32.wav,32,keyboard_typing,50.127125,-8.145859
1-62849-A-38.wav,38,clock_tick,50.44984,-6.9965053
1-62850-A-38.wav,38,clock_tick,50.288536,-6.368679
1-63679-A-24.wav,24,coughing,49.862103,-6.6805077
1-63871-A-10.wav,10,rain,44.272217,-0.8679431
1-64398-A-41.wav,41,chainsaw,44.735573,-0.1847293
1-64398-B-41.wav,41,chainsaw,49.688065,-3.593761
1-64473-A-45.wav,45,train,43.25345,-0.32568213
1-65483-A-13.wav,13,crickets,47.53498,-2.7530067
1-67033-A-37.wav,37,clock_alarm,49.205162,-4.7224793
1-67152-A-17.wav,17,pouring_water,39.79587,-0.74518293
1-67230-A-29.wav,29,drinking_sipping,42.662415,-2.9963303
1-67432-A-27.wav,27,brushing_teeth,47.11855,-5.153182
1-68628-A-27.wav,27,brushing_teeth,39.78505,-0.72037625
1-68670-A-34.wav,34,can_opening,49.80834,-7.4179735
1-68734-A-34.wav,34,can_opening,50.137154,-7.2453113
1-69165-A-34.wav,34,can_opening,39.535885,-3.135656
1-69422-A-3.wav,3,cow,40.828587,-2.087668
1-69641-A-3.wav,3,cow,47.457306,-3.2850971
1-69760-A-16.wav,16,wind,44.23758,-0.83020127
1-70300-A-45.wav,45,train,40.63074,0.78455305
1-7057-A-12.wav,12,crackling_fire,50.110935,-8.37398
1-71030-A-6.wav,6,hen,47.358738,-2.7905269
1-72195-A-37.wav,37,clock_alarm,49.877213,-7.061464
1-72195-B-37.wav,37,clock_alarm,49.25666,-4.8023205
1-72229-A-6.wav,6,hen,47.842167,-3.2914171
1-72229-B-6.wav,6,hen,48.166973,-3.4644258
1-72695-A-26.wav,26,laughing,50.506424,-7.22089
1-73123-A-26.wav,26,laughing,50.52475,-7.2625475
1-73585-A-7.wav,7,insects,47.6232,-2.3332226
1-74517-A-37.wav,37,clock_alarm,49.303722,-4.4319234
1-7456-A-13.wav,13,crickets,46.84893,-2.378998
1-75162-A-9.wav,9,crow,41.633606,-2.7845912
1-75189-A-7.wav,7,insects,44.350006,-0.3349502
1-75190-A-8.wav,8,sheep,45.617622,-1.1443659
1-76831-A-42.wav,42,siren,49.388,-4.4235306
1-76831-B-42.wav,42,siren,45.484375,-2.8911374
1-76831-C-42.wav,42,siren,45.684597,-3.0902808
1-76831-D-42.wav,42,siren,49.295567,-4.448085
1-76831-E-42.wav,42,siren,47.40609,-3.0804253
1-77160-A-3.wav,3,cow,46.837223,-1.9403359
1-77241-A-3.wav,3,cow,39.819626,-1.086856
1-79113-A-5.wav,5,cat,45.70746,-1.1928233
1-79146-A-29.wav,29,drinking_sipping,47.94135,-7.4585276
1-79220-A-17.wav,17,pouring_water,39.955338,-0.6670849
1-79236-A-36.wav,36,vacuum_cleaner,44.24022,0.13457952
1-79711-A-32.wav,32,keyboard_typing,50.588615,-8.578828
1-7973-A-7.wav,7,insects,45.18994,-2.4125106
1-7974-A-49.wav,49,hand_saw,44.424362,-1.9437416
1-7974-B-49.wav,49,hand_saw,39.553417,-2.5316374
1-80785-A-7.wav,7,insects,43.66187,-0.18993767
1-80840-A-13.wav,13,crickets,48.001213,-2.8951716
1-80841-A-13.wav,13,crickets,45.820618,-3.1455207
1-81001-A-30.wav,30,door_wood_knock,49.81677,-7.43369
1-81001-B-30.wav,30,door_wood_knock,48.548065,-7.3714733
1-81269-A-3.wav,3,cow,46.583458,-1.3040434
1-81851-A-31.wav,31,mouse_click,48.03823,-7.2485332
1-81883-A-21.wav,21,sneezing,39.62997,-3.4578085
1-82817-A-30.wav,30,door_wood_knock,48.255356,-7.955475
1-84393-A-32.wav,32,keyboard_typing,50.265984,-8.429135
1-84536-A-39.wav,39,glass_breaking,39.45751,-1.3091375
1-84704-A-39.wav,39,glass_breaking,39.2655,-3.0269547
1-84705-A-39.wav,39,glass_breaking,38.51644,-2.8144932
1-85123-A-31.wav,31,mouse_click,46.544315,-2.7060328
1-85168-A-39.wav,39,glass_breaking,39.773815,-2.5679727
1-85184-A-39.wav,39,glass_breaking,38.504807,-2.7445986
1-85362-A-0.wav,0,dog,41.951374,-2.9034994
1-85909-A-29.wav,29,drinking_sipping,48.875565,-6.9080863
1-87565-A-29.wav,29,drinking_sipping,48.429367,-6.896584
1-88409-A-45.wav,45,train,40.70477,0.3739297
1-88409-B-45.wav,45,train,40.51316,0.86090475
1-88574-A-8.wav,8,sheep,45.602192,-1.6981272
1-88807-A-39.wav,39,glass_breaking,40.181366,-3.1003413
1-90797-A-15.wav,15,water_drops,48.64834,-7.811723
1-91359-A-11.wav,11,sea_waves,43.403675,1.3938634
1-91359-B-11.wav,11,sea_waves,43.3639,1.3231536
1-94036-A-22.wav,22,clapping,47.09761,-5.433854
1-94231-A-32.wav,32,keyboard_typing,50.21107,-8.109664
1-94231-B-32.wav,32,keyboard_typing,50.45568,-8.447731
1-95563-A-31.wav,31,mouse_click,50.641365,-8.1390085
1-96890-A-37.wav,37,clock_alarm,49.184517,-4.652906
1-96950-A-9.wav,9,crow,40.824894,-2.6389997
1-96950-B-9.wav,9,crow,41.980133,-3.0624306
1-97392-A-0.wav,0,dog,41.84951,-3.2521408
1-977-A-39.wav,39,glass_breaking,38.52065,-2.912105
1-97793-A-31.wav,31,mouse_click,50.250763,-8.059149
1-9841-A-13.wav,13,crickets,46.767574,-2.825096
1-9886-A-49.wav,49,hand_saw,51.00413,-6.393941
1-9887-A-49.wav,49,hand_saw,51.006542,-6.551244
1-9887-B-49.wav,49,hand_saw,41.59219,-3.3909948
1-99958-A-31.wav,31,mouse_click,50.50749,-8.18163
2-100648-A-43.wav,43,car_horn,44.36977,-0.11770438
2-100786-A-1.wav,1,rooster,49.1035,-3.2776358
2-101676-A-10.wav,10,rain,43.671852,0.2677094
2-102414-A-17.wav,17,pouring_water,46.60772,-5.230448
2-102414-B-17.wav,17,pouring_water,46.746296,-5.138266
2-102414-C-17.wav,17,pouring_water,39.873814,-0.6826187
2-102414-D-17.wav,17,pouring_water,44.867188,-3.248666
2-102414-E-17.wav,17,pouring_water,39.815704,-0.6858515
2-102414-F-17.wav,17,pouring_water,44.824913,-3.3116968
2-102414-G-17.wav,17,pouring_water,39.5044,-0.9621586
2-102435-A-37.wav,37,clock_alarm,39.618896,-1.088421
2-102567-A-35.wav,35,washing_machine,43.621243,-0.3325074
2-102567-B-35.wav,35,washing_machine,44.333763,-0.17966786
2-102567-C-35.wav,35,washing_machine,43.866287,-0.4470358
2-102567-D-35.wav,35,washing_machine,43.861893,-0.4260757
2-102568-A-35.wav,35,washing_machine,44.4103,-0.42073262
2-102581-A-29.wav,29,drinking_sipping,39.570713,-3.5384896
2-102581-B-29.wav,29,drinking_sipping,39.494347,-3.145022
2-102852-A-11.wav,11,sea_waves,43.583588,1.3014706
2-103423-A-3.wav,3,cow,39.634247,-1.8783475
2-103424-A-3.wav,3,cow,39.567368,-1.9334396
2-103426-A-3.wav,3,cow,39.60621,-1.9039323
2-103427-A-3.wav,3,cow,39.59116,-1.8982067
2-103428-A-3.wav,3,cow,39.769234,-1.8513473
2-104105-A-19.wav,19,thunderstorm,41.772297,-0.21391334
2-104105-B-19.wav,19,thunderstorm,41.605587,-0.16558948
2-104168-A-32.wav,32,keyboard_typing,50.471565,-8.382701
2-104475-A-37.wav,37,clock_alarm,49.393837,-4.532844
2-104476-A-37.wav,37,clock_alarm,49.416943,-4.5538945
2-104877-A-3.wav,3,cow,43.080452,-2.8321638
2-104952-A-16.wav,16,wind,41.125023,0.53002363
2-104952-B-16.wav,16,wind,41.10104,0.608609
2-105270-A-47.wav,47,airplane,41.70286,-0.09846296
2-106014-A-44.wav,44,engine,40.884117,0.84118706
2-106015-A-44.wav,44,engine,41.40158,0.32895595
2-106015-B-44.wav,44,engine,41.3599,0.3518767
2-106019-A-13.wav,13,crickets,47.70265,-2.8085053
2-106072-A-36.wav,36,vacuum_cleaner,45.256126,-0.90540236
2-106073-A-36.wav,36,vacuum_cleaner,39.868126,0.463339
2-106486-A-44.wav,44,engine,43.431942,-0.38110662
2-106487-A-44.wav,44,engine,43.593388,-0.49009603
2-106849-A-47.wav,47,airplane,40.708736,0.94388735
2-106881-A-39.wav,39,glass_breaking,40.022964,-0.7493764
2-107228-A-44.wav,44,engine,47.23888,-6.0468574
2-107228-B-44.wav,44,engine,47.22854,-5.935097
2-107351-A-20.wav,20,crying_baby,47.737934,-3.4953644
2-107351-B-20.wav,20,crying_baby,47.502182,-3.5032449
2-108017-A-24.wav,24,coughing,49.892147,-7.151217
2-108760-A-14.wav,14,chirping_birds,45.00976,-2.1808527
2-108760-B-14.wav,14,chirping_birds,45.003338,-2.2195532
2-108761-A-14.wav,14,chirping_birds,46.36833,-2.425519
2-108763-A-9.wav,9,crow,47.635784,-2.6854227
2-108766-A-9.wav,9,crow,47.657368,-2.91691
2-108767-A-9.wav,9,crow,45.051235,-2.3386302
2-108767-B-9.wav,9,crow,45.28416,-2.3749173
